Principal Component 1,Principal Component 2,Principal Component 3,Principal Component 4,Principal Component 5,Principal Component 6,Principal Component 7,Principal Component 8,Principal Component 9,Principal Component 10,Principal Component 11,Principal Component 12,Principal Component 13,Principal Component 14,Principal Component 15,Principal Component 16,Principal Component 17,Principal Component 18,Principal Component 19,Principal Component 20,Principal Component 21,Principal Component 22,Principal Component 23,Principal Component 24,Principal Component 25,Principal Component 26,Principal Component 27,Principal Component 28,Principal Component 29,Principal Component 30,Principal Component 31,Principal Component 32,Principal Component 33,Principal Component 34,Principal Component 35
-0.795722026630662,-0.40809508045346676,-6.530395250737364,-1.3713603983297784,2.7108252526213783,0.879931797965646,1.2557200371579447,-0.26399282579243255,0.1152145574606887,-0.3319485541573293,-0.0778779619365207,-0.7922628705185777,1.7106018673679955,1.011129157326361,-0.9560079926273275,-1.4131544768952466,2.2309838851163666,-1.3968515953156901,0.08619163763653767,-0.031800663647453146,0.5469937976947062,2.4536627350005142,-0.9787694551713857,-0.5111619766304842,0.7853213919613544,-0.4546342068768681,-0.03520833498589297,0.9287822539723835,0.0038743341831013315,-0.4670957152432142,0.19808093363027443,0.2188157096762338,-0.08223613632481376,-0.3154211065690667,1.2198452769222543
-2.1565770507601605,-0.04925653567846885,-1.6194285051241846,0.8708748434757034,1.7304101157825305,0.026955017929546864,-0.4960022107897742,0.1434274602475845,-0.05422065003435373,0.042772924727956074,-0.14256169294456844,-0.6178400099366319,-0.6242650020557494,-0.18922144634246213,-0.19720853283882195,-1.3945890578333298,0.020400818949800052,0.6937366965877722,-0.22882055785368066,-0.5856868826166161,-1.1439546157658047,-0.6295637313889395,0.36747447741001715,-0.30270501871574984,-0.30648723378869613,-1.8337359123177146,-1.1918141692335638,-1.4024286155283943,0.34006643931110814,1.1017856346020953,-0.866069505528623,1.4956299847746148,-0.297073881904873,0.15236103623736563,-2.5953505044538323
-3.8152761834614273,0.6560956484034387,10.573378277826365,-1.353368383773765,5.055106207562912,0.2945980440032658,-1.9263556090186347,1.66052031023641,-0.8333541097508167,0.8979299656840039,1.0795787234281229,-0.009757999742187985,-0.11190620823967365,-1.887634663279505,-2.5018548581199775,-0.10244471732828715,0.5599578890179937,-0.34375009840013815,-1.1138983317949482,-0.2041905027885734,0.008277353680993043,-1.530602588990297,-0.00666468125249197,1.1306117575954389,-0.9340548151906443,-2.1809698770078603,-1.0097759553707566,-0.1439741195627159,-0.5839602420338256,0.8051861069287505,0.1404150700492276,-0.7825223279461164,0.22873237944574146,0.7175205145944911,-2.6973739777394137
-1.5366321942229872,-0.097089366820586,-1.3628927470044876,-0.46076154337247155,-0.4484026579387111,-0.07202720830919442,0.8722511200265993,-1.5088988673180916,0.7142761574596049,-0.5535279147916041,-0.10369504348044258,-0.5942975520680753,0.7400648234241636,0.3993051695585666,-0.44739682676136744,1.4352308481152465,-0.9135939050809763,-0.20436847582025366,0.4660925119159715,-0.868172298964141,-0.6055071921521639,1.4141496882357685,0.18495548129840647,-0.1904340650493757,-0.06568979446299965,1.1182681889174901,-1.369651746635455,1.1833263362375126,-0.15341607103132932,-0.0006762246913281735,-0.318749437541897,0.2743545733679829,-0.20909072002930562,0.6054185258732506,-0.6921639736327053
-1.8167637444450393,-0.19615838012422884,-3.577854622706431,-0.13530132399833775,-1.192351347735486,-1.3185232936770006,-2.3341661888287524,1.6729911407658773,-0.43777583049568136,0.8410839937257354,-0.3145516439495095,0.8268030648072963,0.9119813956657327,-0.676732819718125,-0.9592951986657723,0.032271406528558366,0.16658602103402106,0.3156249669052951,1.1995523694521908,-1.843613130086714,3.0962085730658444,-1.3993339087684395,-0.8375349566510768,-0.876265231647753,-1.2059675849640623,0.39262849869038613,-1.0080411405414471,0.9029063943791756,0.3140095232367856,-0.3083152444752591,-0.3908719294271871,0.24185248900870338,-0.23993372536232307,0.3312343707462843,0.20456025234167768
-2.561211486195558,0.05967768031269457,-0.3872642326464274,0.33830057662552565,-4.218213186902163,-1.4568376817028883,0.2722707494654196,1.2662471280921384,-1.372272438823688,1.1422920552641223,-0.9695543161302143,-0.05404391051166394,1.4058210609153827,0.9643973281231772,0.08828759414026677,-2.2108603212670204,0.8712475994545797,0.07713003427193389,0.11624568137010036,-0.191345179591603,-1.864226537403858,-0.5603702370763555,0.9518122065179089,0.671330290391142,0.18835280849417188,-0.1411519604885844,0.7604353951956779,0.7880583608366883,0.40439949195834274,-0.7975231992781738,-0.15023576493078844,-0.9495804201448994,0.11557508900766211,-0.49834043804530653,0.5351900343807438
-2.2035985566042657,-0.2789490149352987,-2.3820627303811643,-4.156047154026368,0.36017621818785733,-0.8154961608501718,-0.5779935274460826,-0.9265118576574995,1.4351769997794221,-1.2684462336611264,0.9180052960523017,1.105945405885184,-0.11875984096127032,-1.716317614485075,-0.9187384949794153,1.8619207950548846,0.09714481666103525,-0.9668616301241622,1.056768814717803,-0.7822205123580419,-1.1310265748838073,1.6633736134185477,1.6991564572604967,-0.039593785474116995,2.6800118726650206,-0.05215144903539186,0.5551399435907373,-0.5652908316307592,0.4023877086040774,-0.5053702172532785,-0.14115188346659,-0.5069706620459774,0.41068600109174996,-0.7932356008341526,0.025512186500292626
-2.278381491467817,-0.03128242918880716,-1.2242583074248348,1.165955522114252,-0.06760183707603315,1.1086439563350088,1.9131469021244114,-0.16690281910153545,-1.255699782349991,0.36911683671069084,-0.5382524763304523,-0.4254988898388703,-2.3965855792463238,-0.15311427036461786,0.23256941117205615,-2.425950153944999,-1.0812938874784155,1.2024935894468576,-2.9816700585807054,2.0379191760381117,-0.39407025817776886,0.5243058213289309,1.1717501700441728,0.4211452063197399,-0.1938337632856799,-2.292906880443669,-0.6635868189079391,0.24736321478524825,0.7816022552980209,-0.24499476082013533,-0.8026893016109129,0.44802818643667314,-1.2862224046836226,0.08244888880462345,-1.8046818822237478
-2.0677655880636423,-0.3348896143995759,-2.994959959534758,-5.293968127550537,-0.204905608175519,-0.3372985372637712,-0.5025654368878039,-1.3304362052047582,1.9889702284439787,-1.634880202828982,0.12725470273344464,0.599806170329036,0.647635610328209,0.3750482715442269,0.1455178715809743,-0.5767778222276475,-0.7894908049373541,0.7291183113920849,1.2641514487797687,5.323591250415627,0.6436187581676395,-0.12777115040805181,-1.0118890620118186,-0.5480963627086273,0.5306331867005692,-0.8919549956881302,-1.1524603370554893,1.1699125573432267,0.114355508088817,-0.47605428820061424,-0.15905438851369658,-0.47339931338396224,0.549445564991471,-0.5432245966426172,0.39405582462870137
5.848755433200581,-0.21591789620177998,-6.283091047131897,0.4800322155327559,1.1895224554860222,-1.3258985434542205,1.228550980727794,5.646305762343494,1.768845865542985,-0.2760460447768032,-3.077829890261987,-2.9610103524777664,2.592378279085076,3.053196069344956,1.7623484184402394,1.9767716729156342,-2.3534770057745322,1.1822160259160834,0.0755338356979248,-0.4205774913297924,0.4429765124438984,0.28268144355535,0.47026156368712374,0.05489221198694307,-0.5613446667588227,-1.876551131301206,-0.04554537914745124,0.46821144533098435,0.5570384854864469,-0.6467149964829036,0.3733060554608872,-0.873074619182416,-0.8848001333664163,0.4039463028665148,-0.2174827537123638
